key	EN	中文
QuestLoc_Tonics_Conversation01_NPC01	Step right up, step right up, I've got the cure to what ails you.	瞧一瞧，看一看嘞，我有能治愈所有疾病的药剂。
QuestLoc_Tonics_Conversation01_NPC02	Cough? Fever? Fingers growing out of your chin? I can heal it all.	咳嗽？发烧？下巴上长出手指？我都能治好。
QuestLoc_Tonics_Conversation01_NPC03	Howdy there stranger! What exactly can I help you with today?!	嘿，陌生人！今天我能帮你什么忙？
QuestLoc_Tonics_QuestLongDescription	The people of Filly are in dire need of medicine. There are rumours of a traveling chem-merchant wandering nearby. You should have no trouble tracking them down.	菲利镇的居民急需药品。有传言说附近有一位旅行药物商人。你应该很容易就能找到他。
QuestLoc_Tonics_QuestName	Hooked On Tonics	汤剂上瘾
QuestLoc_Tonics_QuestObjective	Find the Snake-Oil Salesman.	找到蛇油推销员。
QuestLoc_Tonics_QuestShortDescription	Find the Snake-Oil Salesman.	找到蛇油推销员。
QuestLoc_TooGoodtobeTrue_Conversation_1_NPCStart_1	We made it! Let's grab everything we can.	我们做到了！带走所有我们能带走的东西！
QuestLoc_TooGoodtobeTrue_QuestLongDescription	That abandoned Vault stocked with supplies? That's Deathclaw territory now. How he got in there, nobody knows, but you won't get to the stash without facing him first. Time to break out the big guns!	废弃的避难所里有许多物资？那里现在是死爪的领地了。没人知道死爪是怎么进去的，但想拿到物资储备肯定先得对付它，是时候拿出杀手锏了。
QuestLoc_TooGoodtobeTrue_QuestName	Too Good to be True	太好了以至于不是真的
QuestLoc_TooGoodtobeTrue_QuestObjective_1	Claim the supply stash in the abandoned Vault.	领取废弃避难所的物资储备。
QuestLoc_TooGoodtobeTrue_QuestShortDescription	Claim a stash of supplies... if you can get past the Deathclaw that's guarding them!	领取物资储备……如果你能过得了死爪那一关！
QuestLoc_ToySoldiers_Conversation_1_NPCEnd_1	The survivors ran off to Poseidon Energy's Offices. Too bad you won't be so lucky!	幸存者逃往了海神能源办公室。抱歉你不够走运！
QuestLoc_ToySoldiers_Conversation_1_NPCStart_1	Look! More stupid soldiers trying to get themselves killed!	看，又有傻子士兵来找死了！
QuestLoc_ToySoldiers_Conversation_1_Team_1	You mean the Roughnecks? Where did they go?	你是说那支硬汉小队吗？他们去哪儿了？
QuestLoc_ToySoldiers_QuestLongDescription	A Dweller told me that Maxson's Roughnecks made their way to the Wilson Atomatoys Factory. That should be my next stop.	一个居民告诉我“麦克森硬汉小队”去了威尔逊原子玩具厂。我下一站就去那里。
QuestLoc_ToySoldiers_QuestName	Toy Soldiers	玩具士兵
QuestLoc_ToySoldiers_QuestObjective_1	Explore the Wilson Atomatoys Factory.	探索威尔逊原子玩具厂。
QuestLoc_ToySoldiers_QuestShortDescription	Look for Maxson's Roughnecks at the Wilson Atomatoys Factory.	前往威尔逊原子玩具厂寻找“麦克森硬汉小队”。
QuestLoc_TruthAmongtheAshes_Conversation_1_NPCStart_1	Aha! It's the journal of Overseer Patel! Hmm. What's this passage...	啊哈！是监督者帕特尔的日志。这段是什么……
QuestLoc_TruthAmongtheAshes_Conversation_1_NPCStart_2	“Had an interesting visitor - Paula Plumbkin. Weird name. Nice lady.	来了一位有趣的客人 - 宝拉·普朗布金。奇怪的名字，但人还不错。
QuestLoc_TruthAmongtheAshes_Conversation_1_NPCStart_3	She headed out to visit Vault 909, but I told her it had been overrun.	她准备去909号避难所，但我告诉她，那里已经被占领了。
QuestLoc_TruthAmongtheAshes_Conversation_1_NPCStart_4	She didn't care. Something about an epic Quest. Alrighty then.”	她不在乎。她说是什么华丽的冒险。那就这样吧。
QuestLoc_TruthAmongtheAshes_QuestLongDescription	Vault 333 has been ransacked, but maybe there's a clue to Paula Plumbkin's whereabouts!	333号避难所遭到了抢劫，但那里也许有关于宝拉·普朗布金去向的线索！
QuestLoc_TruthAmongtheAshes_QuestName	Truth Among the Ashes	灰烬里的真相
QuestLoc_TruthAmongtheAshes_QuestObjective_1	Search Vault 333 for clues.	前往333号避难所寻找线索。
QuestLoc_TruthAmongtheAshes_QuestShortDescription	Search Vault 333 for a clue to Paula Plumbkin's whereabouts.	前往333号避难所寻找关于宝拉·普朗布金下落的线索。
QuestLoc_UndercoverOperations_Conversation_1_NPCEnd_1	No I mean a magical voodoo army... Of course I mean Ghouls! Now go!	不，我的意思是魔法巫毒军队……当然，我的意思是，尸鬼！现在去吧！
QuestLoc_UndercoverOperations_Conversation_1_NPCEnd_2	Next time a Feral Ghoul is in my face, I'll make sure to listen to what it's saying. Now go!	下一次狂尸鬼就在我眼前，我一定要听它在说什么。现在去！
QuestLoc_UndercoverOperations_Conversation_1_NPCEnd_3	No, just the same rags every Feral Ghoul wears. Hmm, why is that? No matter, just go!	不，就是每个狂尸鬼穿着的那种破布。嗯，为什么？不管，只要走！
QuestLoc_UndercoverOperations_Conversation_1_NPCEnd_4	You think the Feral Ghouls might be infected? We'll call for medics. Now go!	你认为狂尸鬼会传染吗？我们会请医务人员。现在去！
QuestLoc_UndercoverOperations_Conversation_1_NPCStart_1	Finally! You've arrived just in time, soldiers.	终于！你来得很及时，士兵们。
QuestLoc_UndercoverOperations_Conversation_1_NPCStart_2	We're holding the line here, making sure none of those zombies make it out.	我们在这里守住防线，确保那些僵尸出不来。
QuestLoc_UndercoverOperations_Conversation_1_NPCStart_3	But we need you to go down there and cut the head off this assault.	但我们需要你到那里去斩断这次袭击。
QuestLoc_UndercoverOperations_Conversation_1_NPCStart_4	Look for a large group leading the pack.	去找那个领头的大群。
QuestLoc_UndercoverOperations_Conversation_1_Team_1	Zombies? You mean Ghouls?	僵尸？你的意思是尸鬼？
QuestLoc_UndercoverOperations_Conversation_1_Team_2	Did they call themselves Pests?	他们称自己为“害虫”吗？
QuestLoc_UndercoverOperations_Conversation_1_Team_3	Were they wearing Wasteland Gear?	他们穿着废土装备吗？
QuestLoc_UndercoverOperations_Conversation_1_Team_4	Did they say anything about Pestilence?	他们说“瘟疫”了吗？
QuestLoc_UndercoverOperations_Conversation_2_NPCEnd_1	Those frauds aren't nearly hungry enough. But we are. Let our hunger consume you!	那些骗子根本就不是很饿。但我们不一样，让我们的饥饿吞噬你吧！
QuestLoc_UndercoverOperations_Conversation_2_NPCEnd_2	The GREATEST Horseman to you. Now let our hunger consume you!	最伟大的骑士。现在让我们的饥饿吞噬你！
QuestLoc_UndercoverOperations_Conversation_2_NPCEnd_3	Fresh meat. Fresh meat. Rolls off the tongue. Thanks. Now let our hunger consume you!	新鲜的肉。新鲜的肉。在唇齿间流转。谢谢。现在让我们的饥饿吞噬你！
QuestLoc_UndercoverOperations_Conversation_2_NPCEnd_4	Don't be a wiseguy. No one likes a wiseguy. Now let our hunger consume you!	不要做一个自作聪明的家伙。没有人喜欢自作聪明的家伙。现在让我们的饥饿吞噬你！
QuestLoc_UndercoverOperations_Conversation_2_NPCStart_1	The hunger, the hunger, it eats us alive!	饥饿，饥饿，它活生生地吞噬着我们！
QuestLoc_UndercoverOperations_Conversation_2_NPCStart_2	We are the Hungry Horde, followers of Famine.	我们是饥饿部落，“饥荒”的追随者。
QuestLoc_UndercoverOperations_Conversation_2_NPCStart_3	And all flesh fresh... I mean fresh flesh... will be consumed!	和所有肉的新鲜……我的意思是新鲜的肉……将被吃掉！
QuestLoc_UndercoverOperations_Conversation_2_NPCStart_4	I'm sorry, we're just so very hungry. Makes it hard to focus.	对不起，我们太饿了。难以集中精神。
QuestLoc_UndercoverOperations_Conversation_2_Team_1	The Hungry Horde? So you aren't Pests?	饥饿的部落？所以你们不是“害虫”？
QuestLoc_UndercoverOperations_Conversation_2_Team_2	Famine? Like the Horseman of the Apocalypse?	“饥荒”？是末日骑士？
QuestLoc_UndercoverOperations_Conversation_2_Team_3	You should try “meat” instead of “flesh.”	你应该尝试“肉”而不是“人肉”。
QuestLoc_UndercoverOperations_Conversation_2_Team_4	You're very hungry and you follow Famine. Think there's a connection?	你很饿，你跟着“饥荒”。你觉得有联系吗？
QuestLoc_UndercoverOperations_QuestLongDescription	An underground military base is under attack and calling in all their Wasteland patrols. Could it be the Pests again? We need to stop them! But we'll need Military Fatigues to pass as one of the patrols and get into the base...	一个地下军事基地遭到攻击，召唤他们所有的废土巡逻前去帮忙。难道又是“害虫”吗？我们需要阻止他们！但我们需要军装来通过他们的巡逻并进入基地……
QuestLoc_UndercoverOperations_QuestName	Undercover Operations	卧底行动
QuestLoc_UndercoverOperations_QuestObjective_1	Stop the attack on the military base.	阻止对军事基地的进攻。
QuestLoc_UndercoverOperations_QuestObjective_2	Talk to the soldiers.	和士兵交谈。
QuestLoc_UndercoverOperations_QuestObjective_3	Talk to the attackers.	与攻击者交谈。
QuestLoc_UndercoverOperations_QuestShortDescription	Infiltrate a military base to stop the Pest attack!	潜入军事基地阻止“害虫”袭击！
QuestLoc_UninvitedGuests_Conversation_1_NPCEnd_1	It's called dinner, and guess who just got added to the menu!	这里有晚餐，猜猜谁会出现在今晚的菜单上！
QuestLoc_UninvitedGuests_Conversation_1_NPCEnd_2	I guess we can always add “Dweller” to the menu!	我想我们一直都可以把“居民”放在菜单里！
QuestLoc_UninvitedGuests_Conversation_1_NPCStart_1	This is a private dinner party!	这是一个私人晚宴聚会！
QuestLoc_UninvitedGuests_Conversation_1_NPCStart_2	You're not invited!	你没有被邀请！
QuestLoc_UninvitedGuests_Conversation_1_Team_1	What's going on here?	这里发生了什么？
QuestLoc_UninvitedGuests_Conversation_1_Team_2	I was totally invited...	我当然被邀请了……
QuestLoc_UninvitedGuests_QuestLongDescription	You can across a small cabin out in the Wasteland. Time to investigate!	你在废土上发现了一个小屋。去调查一下吧！
QuestLoc_UninvitedGuests_QuestName	Uninvited Guests	不速之客
QuestLoc_UninvitedGuests_QuestObjective_1	Explore the Cabin.	探索小屋。
QuestLoc_UninvitedGuests_QuestShortDescription	You've discovered an old Cabin out in the Wasteland.	你在废土上发现一幢旧的小屋。
QuestLoc_VacateTheNovac_QuestLineName	Vacate Novac	驱逐诺瓦克
QuestLoc_Vault199_Conversation_1_NPCEnd_1	No dogs here. Try our sister Vault: 899. They're classier. But first, take this as our token of thanks.	这里没有狗。试试他们的姐妹避难所吧：899号。他们更经典。但首先，拿着这个吧，当做是我们的感谢。
QuestLoc_Vault199_Conversation_1_NPCStart_1	You got here just in time! We weren't expecting that last minute... infestation.	你们及时赶到了这里！我们完全没有料到……这种灾害。
QuestLoc_Vault199_Conversation_1_NPCStart_2	Some people say 199 is pretty cheap when it comes to Vaults, but we love her all the same.	有些人说199号作为避难所来说太简陋了。但我们还是一样喜欢它！
QuestLoc_Vault199_Conversation_1_NPCStart_3	It's easy when you've nowhere else to go!	对于无家可归的人来说已经很好了！
QuestLoc_Vault199_Conversation_1_Team_1	Has a dog named Bigsby stopped by here?	有只叫做比格斯比的狗来过这里？
QuestLoc_Vault199_QuestLongDescription	The Raiders mentioned Bigsby may have fled to Vault 199. I should go ask around. Hopefully, the Dwellers have him.	掠夺者有提到比格斯比可能逃到了199号避难所。我应该帮你问问。但愿它在居民那里。
QuestLoc_Vault199_QuestName	Vault 199	199号避难所
QuestLoc_Vault199_QuestObjective_1	Find Bigsby.	找到比格斯比。
QuestLoc_Vault199_QuestShortDescription	Look for Bigsby in Vault 199.	前往199号避难所寻找比格斯比。
QuestLoc_Vault789_Conversation_1_NPCEnd_1	I remember those! We survived the blast, but the radiation still got us. When you're this old, who cares about wrinkles, right?	我记得那些！我们从大爆炸中幸存了下来，但还是没能躲过辐射的影响。当你已经这把年纪了，谁还在乎皱纹呐？
QuestLoc_Vault789_Conversation_1_NPCStart_1	Thanks for helping us! Those Raiders were the worst. How'd you ever find us?	谢谢你们的帮助！那些掠夺者最坏了。你们是怎么找到我们的？
QuestLoc_Vault789_Conversation_1_Team_1	I found an old advertisement while out and about.	在外面的时候我发现了一则旧广告。
QuestLoc_Vault789_QuestLongDescription	While out exploring, one of your Dwellers found an old advertisement for Vault 789. Time to check it out!	外出探险时，居民中的一员发现了一则给789号避难所的旧广告。去查看一下吧！
QuestLoc_Vault789_QuestName	Vault 789	789号避难所
QuestLoc_Vault789_QuestObjective_1	Explore Vault 789.	探索789号避难所。
QuestLoc_Vault789_QuestShortDescription	Time to check out Vault 789!	是时候拜访下789号避难所了！
QuestLoc_VaultTecExperimentReviewA_Conversation_1_NPCEnd_1	No, I'm a ghost! Booooooo!	不，我是一只鬼！吓死你——！
QuestLoc_VaultTecExperimentReviewA_Conversation_1_NPCEnd_2	Muwhahaha! Take this and run, little Dwellers!	哇哈哈哈！拿着这个赶紧逃命吧，小可怜们！
QuestLoc_VaultTecExperimentReviewA_Conversation_1_NPCEnd_3	Ha! You can't hurt us! Wait... Ow!	哈！你们不能伤害我们！等等……嗷！
QuestLoc_VaultTecExperimentReviewA_Conversation_1_NPCStart_1	You're too late, Dwellers!	避难所居民们，你们来得太迟了！
QuestLoc_VaultTecExperimentReviewA_Conversation_1_NPCStart_2	This Vault is full of nothing but ghosts!	这个避难所里只剩下鬼了！
QuestLoc_VaultTecExperimentReviewA_Conversation_1_NPCStart_3	Boo! Boooooooooo!	呜！呜呜呜呜！
QuestLoc_VaultTecExperimentReviewA_Conversation_1_Team_1	You're not dead, you're just wearing a sheet.	你没死啊，你只是穿了件床单。
QuestLoc_VaultTecExperimentReviewA_Conversation_1_Team_2	Oh no, a ghost! Uh... We're so scared! What will we do?!	哦不，鬼！呃……我们好怕怕呀！我们该怎么办呀？！
QuestLoc_VaultTecExperimentReviewA_Conversation_1_Team_3	Let's see if ghosts can die twice. Attack!	就来看看你们这些鬼能不能死两次。给我上！
QuestLoc_VaultTecExperimentReviewA_Conversation_2_NPCEnd_1	Monstrously horrific! Here. A reward.	真是毛骨悚然！这奖励，给你们。
QuestLoc_VaultTecExperimentReviewA_Conversation_2_NPCEnd_2	Existentially dreadful, but not enough! Die!	非常让人心惊胆战，但还不够！去死吧！
